SW Version,2017.2
GT Type,UltraScale GTH
Date and Time Started,2018-Jan-24 19:38:15
Date and Time Ended,2018-Jan-24 19:38:42
Scan Name,TRP_FPGA-J1-00--J1-00-TRP_FPGA
Link Settings,
Reset RX After Applying Settings,true
Open Area,8833
Horizontal Opening,49
Horizontal Percentage,75.38
Vertical Opening,255
Vertical Percentage,100.00
Dwell,BER
Dwell BER,1e-7
Dwell Time,0
Horizontal Increment,1
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,1
Vertical Range,100%
Misc Info,ELF Version: 0xC002 SVN: 0
Scan Start
2d statistical,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
127,0.248615,0.249524,0.249676,0.250516,0.25021,0.249752,0.249828,0.249524,0.248918,0.244388,0.232394,0.219151,0.194397,0.159282,0.125354,0.0897346,0.0615329,0.0373802,0.0131305,0.0030848,0.000347524,1.14443e-05,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,4.19623e-06,0.000167277,0.00240978,0.0119959,0.0323982,0.0672126,0.100835,0.13234,0.17145,0.200929,0.2294,0.245339,0.249372,0.249981,0.249372,0.250286,0.249905,0.249448,0.250134,0.2496,0.249145,0.250057
126,0.25021,0.250057,0.249069,0.2496,0.249448,0.249145,0.2496,0.250593,0.248163,0.243299,0.229657,0.215974,0.186052,0.152776,0.121289,0.084071,0.0555984,0.0331387,0.0107286,0.00243095,0.000236324,8.01099e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,2.47959e-06,0.000109483,0.00181888,0.00992409,0.0295341,0.0626482,0.0962165,0.129169,0.164793,0.197205,0.226295,0.243227,0.248993,0.250286,0.24922,0.249828,0.249981,0.250134,0.249676,0.25021,0.249676,0.249828
125,0.250286,0.249752,0.24922,0.249905,0.249372,0.249981,0.249905,0.250134,0.247115,0.242722,0.228759,0.215292,0.184543,0.151561,0.11231,0.0815843,0.0545434,0.0327688,0.0102832,0.00223926,0.000216869,6.29435e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,2.67033e-06,9.72763e-05,0.00174353,0.0102346,0.0288426,0.0629611,0.0948463,0.126398,0.164959,0.197633,0.224558,0.243299,0.248314,0.248918,0.249296,0.249448,0.250134,0.249752,0.250286,0.250516,0.250057,0.249069
124,0.250516,0.25021,0.248691,0.250057,0.249676,0.250286,0.249524,0.249752,0.247041,0.239529,0.222545,0.207022,0.173704,0.143315,0.105172,0.0719153,0.0504768,0.0283996,0.00850156,0.00173152,0.000148585,4.38697e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-07,8.04913e-05,0.00126612,0.00815309,0.0255988,0.0566011,0.0906482,0.12183,0.158727,0.193387,0.221702,0.242363,0.24854,0.250134,0.250057,0.250593,0.249828,0.250286,0.249752,0.250134,0.250057,0.249752
123,0.249981,0.249676,0.249069,0.248691,0.250439,0.2496,0.250286,0.249752,0.245339,0.240372,0.222364,0.206448,0.174518,0.142691,0.106112,0.0694639,0.04705,0.0273783,0.00850366,0.00171511,0.000132563,4.2916e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,2.86107e-07,7.80117e-05,0.00129282,0.00824712,0.0246024,0.0563519,0.0885608,0.121469,0.158205,0.192478,0.220627,0.241506,0.248013,0.249524,0.250439,0.24922,0.250516,0.249752,0.249524,0.250516,0.24922,0.249828
122,0.249828,0.249905,0.250057,0.2496,0.250363,0.249676,0.249981,0.248615,0.246224,0.238136,0.219975,0.203525,0.165059,0.136463,0.0975572,0.0665087,0.043286,0.0244914,0.00653906,0.0011986,0.000103761,1.90738e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,5.72213e-07,4.78752e-05,0.000904479,0.00617132,0.0224509,0.0531147,0.0843306,0.117044,0.151505,0.186646,0.216888,0.240442,0.247339,0.250134,0.250134,0.250363,0.2496,0.249828,0.250823,0.250057,0.250363,0.25021
121,0.250134,0.250286,0.249448,0.250439,0.249981,0.249752,0.249372,0.249448,0.245486,0.238205,0.216144,0.198015,0.16486,0.130798,0.0964658,0.0628693,0.0407779,0.0227016,0.00621538,0.00114366,6.94285e-05,2.19348e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,3.81476e-07,3.83383e-05,0.000826848,0.00623293,0.0209581,0.0525558,0.0835054,0.117194,0.153809,0.187328,0.21643,0.240161,0.248088,0.248993,0.249296,0.250593,0.249524,0.249676,0.250363,0.249828,0.249296,0.249069
120,0.249296,0.24922,0.250134,0.250286,0.25021,0.250286,0.249524,0.248389,0.245192,0.23352,0.21372,0.192388,0.155739,0.125029,0.09008,0.0597773,0.0315984,0.020395,0.00509003,0.00076009,4.34882e-05,1.2398e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,2.327e-05,0.000590143,0.00486,0.0177286,0.0467599,0.0789731,0.1115,0.148323,0.184377,0.213053,0.236418,0.24652,0.249524,0.25021,0.25021,0.249981,0.250057,0.250593,0.249981,0.249905,0.249524
119,0.249752,0.249448,0.250134,0.249752,0.249676,0.250439,0.250363,0.248691,0.244388,0.231409,0.20935,0.189802,0.152549,0.121146,0.0828048,0.0575757,0.0308371,0.0197357,0.00474804,0.000630579,3.62402e-05,2.86107e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,2.4033e-05,0.00052739,0.00455806,0.0177118,0.0448501,0.0786772,0.111076,0.146545,0.181678,0.209887,0.237033,0.24719,0.24854,0.250669,0.250134,0.250439,0.249676,0.249981,0.249524,0.249905,0.250363
118,0.249676,0.249752,0.249676,0.24922,0.250669,0.250057,0.249905,0.247938,0.24265,0.228632,0.206813,0.182001,0.145349,0.109678,0.0776407,0.0494082,0.0266845,0.0156941,0.00389582,0.000459869,2.21256e-05,4.76844e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,1.25887e-05,0.000361639,0.00356699,0.0152566,0.0410415,0.0735753,0.105647,0.142542,0.174555,0.20903,0.234994,0.24615,0.248993,0.249524,0.250439,0.25021,0.249676,0.249828,0.249069,0.2496,0.249905
117,0.250669,0.250363,0.249752,0.249905,0.249676,0.250593,0.248239,0.247563,0.240725,0.225983,0.201969,0.17319,0.140706,0.108329,0.0750172,0.0464155,0.0253328,0.0139287,0.0032208,0.000350576,1.44961e-05,2.86107e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,2.86107e-07,7.62951e-06,0.000305562,0.00301785,0.0130869,0.03785,0.0715698,0.103695,0.138564,0.174704,0.202819,0.233254,0.244096,0.249828,0.249752,0.250439,0.250363,0.249524,0.250057,0.249752,0.250823,0.249145
116,0.249676,0.250593,0.250057,0.249905,0.249296,0.249524,0.249448,0.247339,0.237171,0.222183,0.193023,0.167045,0.1361,0.102334,0.0679316,0.0391188,0.0207942,0.0114385,0.00242733,0.00024567,8.01099e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,2.86107e-06,0.000183108,0.00221466,0.010861,0.0331387,0.0672954,0.0991152,0.136828,0.16985,0.19917,0.227363,0.243661,0.249448,0.250593,0.249828,0.250134,0.249828,0.249981,0.249752,0.249905,0.249981
