IBERT instance name,Dir,A part,A inst,A pin name,A pin,A net,Coupling cap,B part,B inst,B pin name,B pin,B net,IO#
Quad_112/MGT_X0Y0,I,XC7Z030-2FFG676I,IC44,MGTXRXP0_112,AB4,GBESFP_RX_P,No,CON20P_SFP-1888247-1,J4,RD+,13,-,0
Quad_112/MGT_X0Y0,O,XC7Z030-2FFG676I,IC44,MGTXTXP0_112,AA2,GBESFP_TX_P,No,CON20P_SFP-1888247-1,J4,TD+,18,-,0
Quad_112/MGT_X0Y1,I,XC7Z030-2FFG676I,IC44,MGTXRXP1_112,Y4,T2Z_GT_P,No,XCKU095-1FFVB2104C,IC39,MGTYTXP3_124,AW40,-,0
Quad_112/MGT_X0Y1,O,XC7Z030-2FFG676I,IC44,MGTXTXP1_112,W2,Z2T_GT_P,No,XCKU095-1FFVB2104C,IC39,MGTYRXP3_124,AV43,-,0
Quad_112/MGT_X0Y2,I,XC7Z030-2FFG676I,IC44,MGTXRXP2_112,V4,A2Z_GT_P,No,XCVU160-H1FLGC2104,IC4,MGTYTXP3_133,A36,-,0
Quad_112/MGT_X0Y2,O,XC7Z030-2FFG676I,IC44,MGTXTXP2_112,U2,-,-,-,-,-,-,-,-
Quad_112/MGT_X0Y3,I,XC7Z030-2FFG676I,IC44,MGTXRXP3_112,T4,C2Z_GT_P,No,XCVU160-H1FLGC2104,IC15,MGTYTXP3_133,A36,-,0
Quad_112/MGT_X0Y3,O,XC7Z030-2FFG676I,IC44,MGTXTXP3_112,R2,-,-,-,-,-,-,-,-
