124,0.249676,0.25021,0.249981,0.2496,0.249296,0.250286,0.249828,0.248691,0.24719,0.23213,0.201028,0.140128,0.078935,0.0326045,0.010693,0.00229057,0.000332837,2.88E-05,1.43E-06,4.17E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,8.94E-08,9.78E-07,1.11E-05,8.64E-05,0.00068265,0.00352312,0.0151673,0.036992,0.0780625,0.134713,0.179765,0.217753,0.238344,0.246298,0.248993,0.248993,0.249752,0.2496,0.250057,0.250057,0.248993,0.249296,0.248993
123,0.249069,0.249296,0.249372,0.250593,0.249981,0.250057,0.249981,0.249752,0.247863,0.234388,0.198254,0.141802,0.0782489,0.0311277,0.0101936,0.00233539,0.000298505,3.17E-05,1.31E-06,5.36E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.36E-08,7.39E-07,6.68E-06,8.28E-05,0.000588998,0.00334134,0.0133889,0.0375602,0.0759703,0.133115,0.182691,0.219798,0.237102,0.246892,0.249448,0.249752,0.249828,0.249981,0.250363,0.250746,0.249752,0.249905,0.250746
122,0.249752,0.249448,0.250134,0.249981,0.25021,0.248993,0.250439,0.24922,0.245928,0.233187,0.196166,0.137609,0.071501,0.0282332,0.00896773,0.0018637,0.000253109,1.77E-05,9.54E-07,1.79E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,4.77E-08,6.44E-07,5.34E-06,6.01E-05,0.00050412,0.00303597,0.0118656,0.0327021,0.0693933,0.126126,0.175152,0.214279,0.235873,0.245046,0.2496,0.25021,0.249981,0.249069,0.2496,0.250134,0.2496,0.249676,0.250439
121,0.249981,0.249372,0.249981,0.25021,0.250593,0.249828,0.250439,0.250134,0.246743,0.231736,0.194489,0.136759,0.0691064,0.026235,0.00847391,0.00172465,0.000197795,1.95E-05,9.06E-07,5.96E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,3.52E-07,6.37E-06,5.00E-05,0.000454337,0.00298466,0.0103883,0.0309349,0.0677014,0.125739,0.167352,0.214616,0.236691,0.245855,0.249676,0.250057,0.24854,0.250134,0.249981,0.24922,0.249676,0.249905,0.2509
120,0.249524,0.249296,0.250286,0.249524,0.249981,0.250057,0.25021,0.249296,0.24719,0.229336,0.187457,0.133462,0.0661756,0.0253007,0.00729667,0.00157282,0.00017586,1.07E-05,5.01E-07,1.19E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.19E-08,2.56E-07,3.34E-06,4.37E-05,0.000389296,0.00235981,0.00855821,0.0283348,0.0636065,0.117328,0.167557,0.210426,0.231999,0.244899,0.248766,0.249676,0.249981,0.250057,0.2496,0.249981,0.250057,0.250439,0.249676
119,0.249524,0.250057,0.248993,0.250134,0.250057,0.249752,0.249372,0.249524,0.246002,0.227679,0.18806,0.12634,0.065619,0.0247071,0.00701858,0.001491,0.000172427,8.96E-06,4.65E-07,1.19E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.19E-08,2.09E-07,3.34E-06,3.34E-05,0.000326162,0.00215457,0.00819448,0.0255469,0.0610787,0.116065,0.160436,0.209083,0.232724,0.245266,0.247563,0.249145,0.249905,0.250439,0.249905,0.250363,0.249981,0.249828,0.249752
118,0.25021,0.249296,0.2496,0.249069,0.25021,0.249448,0.249828,0.249296,0.245486,0.225052,0.183674,0.122706,0.0585803,0.0211387,0.00637865,0.00116903,0.000135615,8.20E-06,2.68E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.19E-07,2.07E-06,1.83E-05,0.000247005,0.00155985,0.00686427,0.0231546,0.0550825,0.108732,0.155532,0.203727,0.230174,0.242938,0.248013,0.248615,0.250439,0.248842,0.250286,0.250134,0.249905,0.25021,0.249752
117,0.249676,0.250593,0.25021,0.249828,0.250057,0.249752,0.250134,0.248993,0.244461,0.225299,0.178511,0.118243,0.0569513,0.020184,0.00563973,0.00103113,9.31E-05,6.87E-06,2.50E-07,1.79E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.19E-08,5.96E-08,1.38E-06,2.00E-05,0.000209049,0.00133841,0.00599279,0.021239,0.0532632,0.102887,0.153291,0.19917,0.227869,0.24265,0.247938,0.2496,0.249448,0.248993,0.25021,0.249905,0.250134,0.250134,0.250363
116,0.2496,0.250363,0.250516,0.250516,0.249069,0.249828,0.249372,0.249676,0.243733,0.224743,0.17693,0.114252,0.0550788,0.0175314,0.0049815,0.000883307,8.01E-05,3.62E-06,1.25E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,3.58E-08,1.12E-06,1.49E-05,0.000141909,0.0011099,0.00492313,0.0182846,0.0474726,0.0960698,0.14504,0.194813,0.224928,0.241862,0.248615,0.248239,0.249145,0.250286,0.249524,0.250057,0.249752,0.249676,0.250134
115,0.249981,0.249372,0.250516,0.249752,0.249981,0.250439,0.250439,0.248465,0.244169,0.221402,0.173336,0.10984,0.0513726,0.0164041,0.00459258,0.000810636,6.35E-05,4.22E-06,7.75E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,2.98E-08,5.01E-07,1.05E-05,0.000128367,0.000997559,0.00493114,0.0169833,0.0416233,0.0897838,0.140296,0.190597,0.222908,0.239809,0.247414,0.248918,0.25021,0.249828,0.2496,0.249524,0.249676,0.249676,0.250286
114,0.249752,0.249981,0.249752,0.250057,0.25021,0.250286,0.2496,0.249448,0.242077,0.218159,0.168349,0.106347,0.0460865,0.014576,0.00393568,0.000613031,5.13E-05,2.50E-06,7.15E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,2.98E-08,3.93E-07,7.25E-06,8.18E-05,0.000844778,0.00384527,0.0143949,0.0387066,0.0885512,0.135807,0.187371,0.221582,0.238691,0.247414,0.249828,0.249981,0.249524,0.248993,0.24922,0.250134,0.250669,0.249676
113,0.250669,0.250057,0.250363,0.248615,0.249676,0.249828,0.2496,0.248314,0.241221,0.217061,0.168384,0.102411,0.0447864,0.0139917,0.0036614,0.000534447,4.54E-05,1.96E-06,6.56E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.79E-08,2.80E-07,7.63E-06,6.54E-05,0.000711833,0.0034762,0.0126746,0.036535,0.0797185,0.131322,0.182447,0.219269,0.236623,0.24615,0.248465,0.250593,0.2496,0.249676,0.249828,0.249981,0.249372,0.250516
112,0.249752,0.249524,0.248918,0.249145,0.249752,0.249372,0.249676,0.248766,0.240372,0.214784,0.162119,0.094518,0.0400777,0.0120115,0.00306935,0.000428779,4.23E-05,1.67E-06,2.98E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,2.80E-07,4.77E-06,5.11E-05,0.000538453,0.00276169,0.0113485,0.0318787,0.0728231,0.123465,0.177505,0.213775,0.235128,0.245928,0.248842,0.2496,0.25021,0.249905,0.249905,0.250516,0.249752,0.249905
111,0.249524,0.250363,0.250593,0.250286,0.249676,0.2496,0.249676,0.246892,0.239109,0.212225,0.159779,0.095443,0.0382565,0.0114168,0.00289578,0.000387579,3.28E-05,1.36E-06,3.58E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.25E-07,3.39E-06,4.31E-05,0.000435073,0.00240616,0.0102811,0.0292557,0.0711347,0.117632,0.175227,0.209618,0.234523,0.244461,0.249372,0.248615,0.25021,0.250516,0.24922,0.249828,0.249981,0.249448
110,0.2496,0.250134,0.250286,0.249296,0.2509,0.250057,0.249069,0.24615,0.238274,0.209779,0.15378,0.0869441,0.0354934,0.0103756,0.00231613,0.000344663,2.56E-05,1.05E-06,1.19E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,7.75E-08,2.50E-06,3.30E-05,0.000316625,0.00197929,0.00865988,0.0262965,0.0633115,0.109664,0.171271,0.206657,0.231999,0.245192,0.248239,0.250669,0.25021,0.249981,0.249752,0.250057,0.249752,0.249828
109,0.250439,0.249524,0.250363,0.24922,0.249145,0.249448,0.248993,0.24652,0.235873,0.20818,0.149405,0.0827546,0.0342355,0.00939765,0.00214694,0.000305943,2.00E-05,6.68E-07,1.79E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,8.34E-08,1.93E-06,2.63E-05,0.00030518,0.00170329,0.00799783,0.0240654,0.0614268,0.106721,0.166096,0.203525,0.232196,0.243154,0.248389,0.249145,0.2496,0.249981,0.249981,0.249905,0.249905,0.25021
108,0.249828,0.250286,0.249905,0.250746,0.249981,0.2496,0.248918,0.245928,0.235331,0.203829,0.142368,0.0802103,0.0317613,0.00844091,0.00204795,0.000229458,1.30E-05,5.07E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.19E-08,8.34E-07,1.79E-05,0.00023518,0.00152266,0.00693847,0.0221402,0.0567265,0.10281,0.158022,0.199364,0.226985,0.243661,0.247713,0.249981,0.249752,0.250516,0.250286,0.2496,0.248993,0.249828
107,0.249905,0.250746,0.249905,0.249905,0.248615,0.249676,0.249752,0.245413,0.233055,0.198639,0.143768,0.0744648,0.030561,0.00779908,0.00185874,0.000208476,1.18E-05,3.64E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,2.38E-08,8.34E-07,1.47E-05,0.000171664,0.00125448,0.00613432,0.0205269,0.0535417,0.0978485,0.153896,0.19626,0.227173,0.242435,0.247938,0.249752,0.249676,0.249828,0.250593,0.250134,0.250286,0.249448
106,0.249981,0.248918,0.2496,0.249448,0.249828,0.248993,0.249524,0.244826,0.231999,0.196778,0.135448,0.0728685,0.0266005,0.00667659,0.00137217,0.000163462,7.44E-06,2.56E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,2.38E-08,7.15E-07,8.96E-06,0.000141527,0.00108453,0.00492771,0.0184672,0.0473656,0.0890712,0.147309,0.189583,0.221702,0.239949,0.247788,0.249828,0.249069,0.249524,0.248842,0.249372,0.249828,0.250439
105,0.249905,0.249905,0.248389,0.25021,0.249752,0.249676,0.248993,0.244826,0.230887,0.19131,0.133158,0.0688451,0.0260134,0.00637255,0.00123007,0.000144198,7.44E-06,1.97E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.19E-08,5.25E-07,1.03E-05,8.93E-05,0.000865377,0.00459869,0.016572,0.0436458,0.0857429,0.142171,0.188796,0.220093,0.24009,0.24719,0.249448,0.249676,0.250134,0.25021,0.250363,0.249752,0.250363
104,0.249752,0.249905,0.250286,0.250669,0.250363,0.249145,0.248918,0.245413,0.228887,0.189233,0.125048,0.0638444,0.0230161,0.00520943,0.00106889,0.000115396,4.39E-06,1.91E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.79E-08,2.86E-07,5.72E-06,9.52E-05,0.000675593,0.00363737,0.0141113,0.0432175,0.0765024,0.132899,0.178433,0.216144,0.237721,0.24556,0.249069,0.249828,0.250286,0.249448,0.249372,0.249372,0.250134
103,0.249905,0.250134,0.25021,0.249828,0.250134,0.248691,0.248691,0.244315,0.229464,0.185673,0.124044,0.0623146,0.0221672,0.00488422,0.000994316,9.23E-05,5.34E-06,1.01E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,2.98E-08,2.86E-07,3.05E-06,7.29E-05,0.000573739,0.00313687,0.0125187,0.0381088,0.0745597,0.12756,0.175791,0.213275,0.235331,0.245633,0.249676,0.250363,0.249905,0.249981,0.249905,0.24854,0.250516
102,0.250516,0.249828,0.250134,0.248389,0.249828,0.249676,0.248993,0.243227,0.226232,0.181961,0.116561,0.0582844,0.019888,0.00443656,0.000831235,7.44E-05,3.67E-06,7.75E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.31E-07,2.98E-06,5.74E-05,0.000418669,0.00275406,0.0114527,0.0319185,0.0667634,0.119642,0.17145,0.211676,0.233653,0.245192,0.249524,0.250286,0.2496,0.248615,0.250286,0.250286,0.249145
101,0.249828,0.249905,0.249752,0.249676,0.249296,0.249145,0.248691,0.241506,0.222364,0.178745,0.113871,0.0528679,0.017921,0.00364157,0.000742542,5.78E-05,1.88E-06,5.96E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,7.75E-08,1.88E-06,3.68E-05,0.0003439,0.00207141,0.00975834,0.028966,0.0605773,0.118192,0.166502,0.205259,0.231802,0.245119,0.248842,0.249145,0.249524,0.2509,0.250134,0.250977,0.250286
100,0.249524,0.250823,0.249676,0.249905,0.249905,0.249905,0.248465,0.240161,0.219269,0.170913,0.106126,0.0514565,0.0153902,0.00312829,0.000586137,4.08E-05,2.10E-06,3.58E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.36E-08,1.07E-06,2.98E-05,0.000267224,0.00166762,0.00851186,0.0261104,0.0547695,0.110061,0.159313,0.202819,0.228632,0.243588,0.248314,0.2496,0.250134,0.250593,0.248842,0.24854,0.250977
99,0.2509,0.249676,0.250669,0.249676,0.25021,0.249905,0.247863,0.238274,0.217176,0.170203,0.104236,0.0480068,0.0138963,0.00277867,0.000470932,3.99E-05,1.60E-06,2.98E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,4.17E-08,1.17E-06,2.33E-05,0.000203326,0.00146105,0.00701476,0.0236547,0.0525558,0.10141,0.153492,0.197157,0.225983,0.243227,0.247938,0.249524,0.249828,0.249145,0.250286,0.249905,0.250593
98,0.250593,0.249676,0.249676,0.249524,0.249905,0.248314,0.248239,0.2389,0.214223,0.166299,0.0992834,0.0440779,0.0125615,0.00229191,0.000415045,3.22E-05,1.19E-06,3.58E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,2.98E-08,7.15E-07,1.32E-05,0.000164416,0.00121958,0.00651637,0.0211994,0.0474314,0.0963977,0.146939,0.18932,0.224743,0.240937,0.247563,0.249905,0.250057,0.250134,0.248842,0.249448,0.250286
