124,0.250363,0.249676,0.249145,0.249372,0.250057,0.250363,0.250057,0.248993,0.249524,0.250057,0.247863,0.244826,0.234791,0.21758,0.186094,0.148404,0.108574,0.0686432,0.0376673,0.0184373,0.00700523,0.00189002,0.00040856,6.41E-05,4.96E-06,3.70E-07,1.19E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.19E-08,7.15E-08,2.86E-07,7.63E-07,2.41E-06,1.05E-05,2.82E-05,0.000104715,0.000327497,0.0010008,0.00234665,0.00535763,0.0128251,0.0243126,0.0456524,0.074431,0.114396,0.151281,0.184835,0.217695,0.235534,0.244899,0.247788,0.249372,0.250057,0.249676
123,0.250057,0.249828,0.250134,0.249752,0.250439,0.248842,0.249296,0.250134,0.249828,0.249069,0.247339,0.243951,0.235737,0.217695,0.183839,0.148511,0.104622,0.0666331,0.03718,0.0184079,0.00644121,0.001808,0.000395209,5.61E-05,4.96E-06,3.40E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,2.98E-08,2.68E-07,7.87E-07,2.05E-06,7.44E-06,3.03E-05,0.000111391,0.000315862,0.000929465,0.00214866,0.00498608,0.0120399,0.0236057,0.0449461,0.0725844,0.110552,0.152976,0.182569,0.215462,0.235805,0.245707,0.248239,0.249676,0.249905,0.249752
122,0.249752,0.25021,0.249448,0.250516,0.250439,0.250363,0.249905,0.250363,0.250363,0.249676,0.247265,0.244315,0.234187,0.213831,0.182325,0.142616,0.100182,0.0632822,0.0342298,0.0164186,0.00579576,0.00160735,0.000366217,5.15E-05,3.84E-06,1.67E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.19E-08,5.96E-09,1.01E-07,3.10E-07,1.17E-06,8.58E-06,2.29E-05,8.66E-05,0.000279812,0.000840009,0.00181182,0.00439574,0.0107654,0.0219046,0.0423484,0.0693169,0.106347,0.147921,0.180002,0.213053,0.233586,0.243951,0.248465,0.249752,0.249372,0.2496
121,0.249752,0.249676,0.249372,0.25021,0.249448,0.250057,0.248615,0.250669,0.249752,0.248766,0.248314,0.242794,0.23459,0.212445,0.176816,0.141581,0.0965795,0.0612797,0.0335526,0.0156074,0.00528134,0.00146563,0.000301747,3.64E-05,2.67E-06,9.54E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,8.94E-08,2.80E-07,1.19E-06,7.63E-06,1.81E-05,6.85E-05,0.000222591,0.000678836,0.00164511,0.0040465,0.00978065,0.0204976,0.0401091,0.0672954,0.105267,0.141679,0.179057,0.211403,0.233786,0.243082,0.247638,0.249981,0.250134,0.250134
120,0.249145,0.249828,0.249905,0.250286,0.249981,0.249981,0.2496,0.248993,0.248993,0.248993,0.246446,0.24222,0.231017,0.207968,0.1733,0.134425,0.0950003,0.0561049,0.0305895,0.0135665,0.00483539,0.00124514,0.000242428,3.43E-05,1.81E-06,7.75E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,7.75E-08,1.97E-07,6.91E-07,3.05E-06,1.62E-05,5.74E-05,0.000172045,0.00054036,0.00150378,0.00369707,0.00905661,0.0185006,0.0374554,0.0632822,0.0989835,0.139223,0.175829,0.208445,0.228887,0.242363,0.24854,0.250057,0.249676,0.250516
119,0.250746,0.249828,0.249828,0.249828,0.250134,0.249752,0.249676,0.249981,0.248239,0.249296,0.246298,0.240867,0.232262,0.208021,0.171773,0.133223,0.092282,0.0546489,0.0300278,0.0126584,0.00450694,0.001145,0.000220684,3.13E-05,1.93E-06,9.54E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,2.98E-08,1.49E-07,8.70E-07,3.41E-06,1.39E-05,5.09E-05,0.000168231,0.000490196,0.00136454,0.00353399,0.00867361,0.0182147,0.035029,0.0612706,0.0983891,0.137864,0.172606,0.208233,0.230627,0.243444,0.247863,0.24922,0.249676,0.249981
118,0.249981,0.249905,0.24922,0.249676,0.249981,0.250439,0.250057,0.244388,0.250134,0.249296,0.24652,0.240796,0.228823,0.202418,0.167215,0.130236,0.0879806,0.0516772,0.0275672,0.0117521,0.00401293,0.000967994,0.000207713,2.00E-05,1.57E-06,1.01E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.79E-08,1.37E-07,5.96E-07,2.31E-06,8.58E-06,4.25E-05,0.000131609,0.000442893,0.00108396,0.0030005,0.00756428,0.0160088,0.0330811,0.0573781,0.0943547,0.133658,0.171486,0.206344,0.229079,0.241435,0.246818,0.24922,0.249828,0.249752
117,0.250286,0.250134,0.249981,0.250363,0.2496,0.250593,0.249752,0.249981,0.24922,0.24854,0.24615,0.239949,0.226922,0.20088,0.166603,0.126379,0.0847932,0.0477438,0.0248948,0.0111002,0.00364424,0.000833524,0.000166323,1.74E-05,1.07E-06,8.94E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,4.17E-08,9.54E-08,4.05E-07,1.57E-06,9.16E-06,2.77E-05,0.000130083,0.000414664,0.000919165,0.00255188,0.00671473,0.0157742,0.0306273,0.0557536,0.0901891,0.131681,0.168211,0.204032,0.227742,0.242722,0.247041,0.248918,0.249981,0.2496
116,0.249448,0.249296,0.250057,0.249828,0.250134,0.250439,0.249069,0.249524,0.249524,0.24922,0.245413,0.238205,0.224067,0.197728,0.158481,0.12367,0.0815031,0.0464919,0.0223109,0.00975681,0.00328794,0.000785267,0.000131991,1.53E-05,6.91E-07,4.17E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,4.77E-08,3.04E-07,1.19E-06,7.25E-06,2.27E-05,0.000102808,0.000345617,0.000766766,0.00219749,0.0061883,0.0139322,0.0285173,0.0531491,0.0877638,0.126145,0.164067,0.201473,0.22617,0.241506,0.247265,0.249069,0.250439,0.2496
115,0.249828,0.2496,0.250439,0.249752,0.250746,0.25021,0.250823,0.250286,0.248993,0.247563,0.244753,0.237446,0.22309,0.194535,0.154914,0.117598,0.077384,0.0423309,0.0214542,0.00848535,0.00279049,0.000608453,0.000108148,1.20E-05,6.74E-07,1.19E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.19E-08,1.19E-08,1.67E-07,8.58E-07,4.39E-06,1.72E-05,7.61E-05,0.000282673,0.000665484,0.0018143,0.00534886,0.0128307,0.0264732,0.0492596,0.0811237,0.120949,0.160625,0.198591,0.225237,0.23897,0.246818,0.248314,0.24922,0.249752
114,0.2496,0.250134,0.250286,0.249372,0.249145,0.250286,0.249981,0.249676,0.249828,0.247863,0.243878,0.234054,0.222726,0.192162,0.150641,0.114364,0.0732791,0.0393348,0.0184735,0.00800889,0.00239643,0.000509461,8.51E-05,8.58E-06,4.23E-07,1.79E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,2.38E-08,1.01E-07,6.91E-07,2.86E-06,1.24E-05,5.95E-05,0.00022221,0.000531395,0.00154326,0.00470073,0.011467,0.0253728,0.0451891,0.0786319,0.118637,0.15787,0.194674,0.222424,0.239389,0.245855,0.249372,0.249752,0.249524
113,0.248465,0.250057,0.250057,0.249676,0.249981,0.249752,0.250593,0.2496,0.249296,0.248239,0.243227,0.233853,0.218159,0.188406,0.148511,0.111121,0.0706744,0.037307,0.0175021,0.007191,0.0020964,0.000468833,6.69E-05,7.82E-06,3.28E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,7.15E-08,5.01E-07,2.43E-06,8.20E-06,3.81E-05,0.000176242,0.000504692,0.00147116,0.00421855,0.0105575,0.024098,0.0437367,0.0753068,0.114029,0.154041,0.192614,0.220449,0.238691,0.245928,0.248615,0.249372,0.250286
112,0.249905,0.250286,0.249676,0.25021,0.249828,0.249752,0.249448,0.249372,0.249448,0.248615,0.243082,0.232724,0.214728,0.181719,0.143591,0.106721,0.0669107,0.036032,0.0161579,0.00664206,0.00196021,0.000399023,5.65E-05,6.68E-06,2.68E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,4.77E-08,2.92E-07,2.43E-06,6.10E-06,3.34E-05,0.000146487,0.000408179,0.0011738,0.0036738,0.00959049,0.021041,0.0409963,0.0737741,0.110121,0.149351,0.191444,0.218859,0.23779,0.244388,0.248389,0.249372,0.250669
111,0.249524,0.25021,0.249296,0.249905,0.249905,0.25021,0.250134,0.248691,0.24922,0.24719,0.242866,0.230627,0.21261,0.178356,0.139603,0.100712,0.0630387,0.0335829,0.0151547,0.00549516,0.00162375,0.000329404,4.75E-05,5.15E-06,2.62E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,2.38E-08,1.91E-07,1.00E-06,6.49E-06,2.29E-05,0.000111009,0.000296979,0.00100919,0.00317864,0.00811837,0.0192365,0.038253,0.0679598,0.105294,0.146992,0.187243,0.217927,0.235399,0.244388,0.247414,0.249448,0.25021
110,0.250286,0.249752,0.249296,0.249372,0.2496,0.250134,0.250363,0.249372,0.24922,0.246966,0.240796,0.227679,0.208763,0.172824,0.13381,0.0963637,0.0586558,0.0308174,0.0132875,0.00490539,0.00142443,0.000277333,3.76E-05,3.24E-06,1.67E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.01E-07,1.24E-06,4.39E-06,1.98E-05,9.37E-05,0.000261311,0.000914397,0.00279183,0.00764477,0.0176128,0.0347055,0.0645487,0.101435,0.140899,0.182895,0.213664,0.233653,0.244096,0.248314,0.250134,0.250134
109,0.249676,0.24922,0.249905,0.249981,0.250286,0.249981,0.250057,0.249524,0.248842,0.246818,0.240654,0.227615,0.205207,0.168939,0.127898,0.0917343,0.055606,0.0272291,0.011565,0.00454051,0.00127871,0.000251392,3.47E-05,2.10E-06,8.34E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.79E-08,1.13E-07,5.25E-07,3.00E-06,2.23E-05,6.83E-05,0.000242046,0.000725376,0.00240368,0.00689803,0.0160342,0.0335994,0.0616905,0.0985548,0.138073,0.180002,0.21021,0.231802,0.243951,0.248465,0.2496,0.250516
108,0.250669,0.250134,0.249905,0.25021,0.250134,0.250363,0.250593,0.249372,0.248314,0.246002,0.237998,0.222969,0.201572,0.167181,0.124195,0.086312,0.0531491,0.0258419,0.0107107,0.00367189,0.00105001,0.00019379,2.61E-05,1.72E-06,7.15E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,7.15E-08,4.71E-07,2.48E-06,1.16E-05,6.60E-05,0.000203708,0.00067731,0.00208248,0.0059926,0.0150749,0.0310404,0.059725,0.094073,0.135313,0.175377,0.210372,0.22998,0.242578,0.248013,0.249296,0.250286
107,0.25021,0.250057,0.250363,0.250746,0.250669,0.249372,0.25021,0.248239,0.248465,0.24652,0.238067,0.223822,0.198928,0.162408,0.122725,0.0851192,0.0498987,0.0248412,0.0100143,0.00354715,0.00104219,0.000173571,2.04E-05,1.38E-06,5.96E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,3.58E-08,3.52E-07,1.72E-06,1.13E-05,4.77E-05,0.000153925,0.000583276,0.00193751,0.00552586,0.0136468,0.0286991,0.0570624,0.0913966,0.129927,0.173925,0.207968,0.230887,0.242578,0.247489,0.250593,0.249981
106,0.250057,0.249752,0.250439,0.249905,0.250057,0.24922,0.250363,0.249069,0.247938,0.244607,0.23635,0.219975,0.192932,0.159499,0.117666,0.0794788,0.0468965,0.0230245,0.00926471,0.00323625,0.0008402,0.000131418,1.62E-05,1.12E-06,3.58E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.19E-08,2.27E-07,1.65E-06,7.06E-06,3.85E-05,0.000120165,0.000497826,0.00170024,0.00481022,0.0125816,0.0277804,0.0550825,0.0875481,0.127223,0.171306,0.207127,0.228059,0.241435,0.247863,0.249752,0.250363
105,0.250439,0.248766,0.249981,0.250363,0.2496,0.250134,0.250439,0.24922,0.248163,0.244242,0.235128,0.216202,0.192343,0.15512,0.112929,0.0764381,0.0440566,0.0216665,0.00801518,0.00290932,0.000758564,0.000121118,1.62E-05,8.11E-07,2.98E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.85E-07,1.00E-06,5.34E-06,3.38E-05,0.000114824,0.00041371,0.00131533,0.00428969,0.0113046,0.0257412,0.0499261,0.0829725,0.123038,0.167866,0.203071,0.225609,0.24002,0.247938,0.248389,0.2496
104,0.250286,0.249905,0.249981,0.249448,0.249981,0.250057,0.249145,0.249372,0.248013,0.241934,0.233254,0.214841,0.185799,0.150448,0.107618,0.0737608,0.0427841,0.0194822,0.00716907,0.00237945,0.000569924,9.84E-05,1.11E-05,5.72E-07,2.98E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.19E-08,1.13E-07,6.44E-07,3.67E-06,2.10E-05,8.85E-05,0.000334173,0.00121443,0.00389143,0.0105255,0.0235155,0.0480068,0.0826794,0.1212,0.163641,0.202669,0.224373,0.239949,0.246076,0.249676,0.2496
103,0.248918,0.2496,0.25021,0.249296,0.250593,0.249905,0.249296,0.249905,0.247339,0.243299,0.232064,0.21206,0.182977,0.144682,0.10693,0.0697122,0.0392068,0.0177425,0.00631666,0.00215343,0.000527199,8.93E-05,5.15E-06,4.05E-07,1.79E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,8.34E-08,5.30E-07,2.74E-06,1.89E-05,6.52E-05,0.000257496,0.00104772,0.00332799,0.00984989,0.0213831,0.0452215,0.0782265,0.114893,0.162312,0.197015,0.222303,0.238483,0.246595,0.248766,0.249372
102,0.249676,0.250439,0.249905,0.250363,0.250057,0.249905,0.250286,0.249069,0.247788,0.242077,0.229336,0.210372,0.179097,0.139817,0.102118,0.0667308,0.0359656,0.0162029,0.00570668,0.00187438,0.000463684,6.62E-05,6.75E-06,2.62E-07,1.19E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,2.98E-08,3.04E-07,2.27E-06,1.20E-05,5.09E-05,0.000227359,0.000918212,0.00283227,0.00856794,0.0200594,0.0420873,0.0731352,0.112141,0.156932,0.194351,0.220924,0.238483,0.245192,0.249448,0.249296
101,0.249905,0.248766,0.250439,0.249296,0.249828,0.249981,0.2496,0.248615,0.246743,0.241435,0.227236,0.206448,0.176587,0.135403,0.0972445,0.0626482,0.0333994,0.0154185,0.00498398,0.0016228,0.000382238,5.46E-05,5.05E-06,2.27E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,4.77E-08,1.97E-07,1.50E-06,1.24E-05,3.99E-05,0.000192264,0.00079118,0.00246338,0.00714637,0.0185027,0.0392877,0.0707538,0.107774,0.155002,0.189451,0.22033,0.236418,0.245119,0.2496,0.249372
100,0.249448,0.250823,0.250669,0.25021,0.250669,0.249448,0.248993,0.248842,0.246595,0.239249,0.224373,0.203727,0.170664,0.133028,0.0951658,0.0586265,0.0312822,0.0136026,0.00456493,0.00139982,0.000319677,4.39E-05,3.22E-06,2.21E-07,1.79E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,2.38E-08,1.55E-07,1.26E-06,8.01E-06,3.41E-05,0.000156405,0.000640307,0.0022694,0.00682517,0.0166963,0.0385083,0.0672623,0.105294,0.150586,0.1875,0.21921,0.23567,0.245119,0.248013,0.249752
99,0.249676,0.250057,0.250516,0.250363,0.249296,0.249752,0.2496,0.248993,0.245119,0.238621,0.223273,0.199461,0.168246,0.132748,0.0893724,0.0548575,0.0296174,0.0125325,0.00405356,0.00131533,0.000265126,3.51E-05,2.84E-06,1.79E-07,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,1.19E-08,1.25E-07,8.11E-07,6.10E-06,2.88E-05,0.000123217,0.000540169,0.00187953,0.00589513,0.0152305,0.0356447,0.0650769,0.103524,0.144325,0.184419,0.21603,0.23352,0.244388,0.248239,0.250057
98,0.251439,0.250057,0.249069,0.250057,0.249828,0.249828,0.2496,0.248766,0.245855,0.237033,0.220746,0.195931,0.162408,0.123168,0.0838902,0.0522474,0.0273026,0.0110052,0.00346532,0.00107652,0.000243,2.80E-05,1.93E-06,6.56E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-08,4.53E-07,4.77E-06,2.00E-05,0.000102045,0.000455863,0.00173285,0.00532311,0.0141816,0.0348427,0.0611791,0.0990433,0.141434,0.183059,0.212721,0.23279,0.242363,0.247938,0.249524
97,0.250746,0.249676,0.250057,0.249524,0.249448,0.250057,0.250516,0.248163,0.244388,0.236418,0.217522,0.193068,0.158481,0.118774,0.0815924,0.0503156,0.0248276,0.0101856,0.00312772,0.000896086,0.000178912,2.33E-05,1.67E-06,6.56E-08,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,5.96E-09,8.34E-08,4.65E-07,3.29E-06,1.47E-05,7.99E-05,0.000384718,0.0015341,0.00501507,0.0132441,0.0326917,0.0585009,0.0971753,0.138681,0.1782,0.21021,0.231605,0.242866,0.247938,0.249676
