SW Version,2017.2
GT Type,UltraScale GTY
Date and Time Started,2018-Jan-24 01:20:32
Date and Time Ended,2018-Jan-24 01:21:14
Scan Name,MSP_C_FPGA-TX3-06--RX2-06-MSP_A_FPGA
Link Settings,
Reset RX After Applying Settings,true
Open Area,17423
Horizontal Opening,82
Horizontal Percentage,63.57
Vertical Opening,255
Vertical Percentage,100.00
Dwell,BER
Dwell BER,1e-7
Dwell Time,0
Horizontal Increment,1
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,1
Vertical Range,100%
Misc Info,ELF Version: 0x4002 SVN: 0
Scan Start
2d statistical,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
127,0.24009,0.234859,0.226671,0.217869,0.204695,0.193023,0.181558,0.168004,0.156812,0.143667,0.134912,0.125029,0.116296,0.107364,0.0996578,0.0877262,0.0768613,0.064953,0.0537666,0.0418808,0.0327021,0.0214245,0.0157433,0.00950157,0.00586013,0.0034679,0.0018534,0.000988689,0.000461395,0.000204089,9.99466e-05,3.11856e-05,1.1635e-05,3.24254e-06,8.5832e-07,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,2.86107e-07,9.53689e-07,1.14443e-06,2.09812e-06,6.00824e-06,1.49729e-05,2.60357e-05,4.80659e-05,0.00010214,0.000146487,0.00022879,0.000355726,0.00053912,0.000849546,0.00131542,0.00194343,0.00257868,0.00378462,0.00516785,0.00656716,0.0089658,0.011895,0.0147927,0.0192198,0.0257541,0.0315801,0.040062,0.049438,0.0605818,0.0726745,0.0879334,0.10325,0.119834,0.133767,0.15103,0.171809,0.183181,0.200388,0.210264,0.223577,0.233254,0.237583,0.243227,0.245413,0.248239,0.248993,0.250823,0.252368,0.255996
126,0.240513,0.234187,0.225299,0.215917,0.204797,0.193478,0.17855,0.166164,0.154273,0.14222,0.133288,0.125143,0.115901,0.104515,0.0959236,0.0875762,0.0737077,0.0629466,0.0530287,0.0401838,0.0293342,0.0200604,0.0143616,0.00849903,0.00552844,0.00322871,0.00163243,0.000863184,0.000404746,0.000167945,7.91562e-05,2.54635e-05,8.39246e-06,2.09812e-06,5.72213e-07,1.90738e-07,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,1.2398e-06,1.81201e-06,3.62402e-06,1.19211e-05,1.89784e-05,4.13901e-05,7.75349e-05,0.000112249,0.000195792,0.000295262,0.000504311,0.000818647,0.00117466,0.00175927,0.00247625,0.00346504,0.00467041,0.0063206,0.0083861,0.0111412,0.0145303,0.0187388,0.023833,0.0298255,0.038187,0.0468321,0.0594045,0.0701119,0.0855459,0.0984127,0.115999,0.132426,0.147708,0.166569,0.183018,0.199219,0.210264,0.221282,0.231802,0.238274,0.24222,0.246298,0.248239,0.249448,0.249905,0.253461,0.255358
125,0.240372,0.233387,0.226796,0.214672,0.201969,0.189014,0.178472,0.164893,0.152209,0.141532,0.13217,0.125719,0.114796,0.104435,0.0952101,0.0864487,0.0744175,0.0609968,0.0495456,0.0397009,0.0283358,0.0202279,0.013976,0.00868648,0.00506247,0.00308995,0.00151598,0.000752842,0.000383955,0.000146582,7.29572e-05,2.23163e-05,8.5832e-06,3.81476e-06,6.67582e-07,2.86107e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,2.86107e-07,5.72213e-07,1.5259e-06,4.19623e-06,8.96468e-06,2.00275e-05,3.72892e-05,6.57092e-05,9.78485e-05,0.000175002,0.000264649,0.000464542,0.000699722,0.00111849,0.00165007,0.00234236,0.00329948,0.00446841,0.00610294,0.00839074,0.0107522,0.0138535,0.0178846,0.0234603,0.0294227,0.0366757,0.0464234,0.0568012,0.070196,0.0838301,0.0971753,0.112588,0.130402,0.145919,0.167386,0.181397,0.196542,0.209297,0.223455,0.230757,0.236896,0.241363,0.244972,0.247788,0.249752,0.252368,0.253776,0.256156
124,0.237859,0.23352,0.225547,0.214784,0.200781,0.190155,0.175942,0.16351,0.152948,0.141045,0.129659,0.120717,0.10987,0.104063,0.0940946,0.0823304,0.0705588,0.0609515,0.0473574,0.0383694,0.0282693,0.0184435,0.0128641,0.00741547,0.00495775,0.00289731,0.00138371,0.000639448,0.00032845,0.000138476,6.075e-05,1.79294e-05,8.01099e-06,2.00275e-06,4.76844e-07,2.86107e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,2.86107e-07,5.72213e-07,2.00275e-06,2.95644e-06,7.91562e-06,1.56405e-05,2.79431e-05,5.58862e-05,8.90745e-05,0.000164702,0.000255589,0.000418574,0.000636492,0.0010524,0.00149748,0.00206474,0.00300488,0.00420253,0.00592784,0.00763626,0.0102265,0.0136268,0.0174117,0.0219704,0.0282187,0.0358978,0.045309,0.0548392,0.0666656,0.0806128,0.0947695,0.113398,0.128238,0.144223,0.166841,0.180756,0.19131,0.208021,0.217753,0.231148,0.237583,0.241506,0.245707,0.248691,0.250669,0.251439,0.253618,0.256316
123,0.239109,0.232724,0.22309,0.211786,0.199316,0.189101,0.175791,0.163055,0.14835,0.139128,0.128601,0.120824,0.110611,0.104622,0.0910006,0.0817716,0.0698489,0.0595167,0.0479955,0.0365187,0.0267533,0.0173645,0.012884,0.00754678,0.00487116,0.00257935,0.00130016,0.0006734,0.000317483,0.000116445,5.91287e-05,1.7834e-05,4.76844e-06,1.43053e-06,6.67582e-07,9.53689e-08,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,5.72213e-07,1.90738e-06,6.38972e-06,1.2398e-05,2.47005e-05,4.70169e-05,7.17174e-05,0.000144198,0.000240043,0.000355249,0.000639258,0.000951686,0.00141594,0.00192245,0.00279726,0.00390259,0.00568942,0.00731091,0.00972583,0.013071,0.0166508,0.0220936,0.0267656,0.0348561,0.0449955,0.0532493,0.066288,0.0783312,0.094333,0.108215,0.127203,0.145815,0.162796,0.175265,0.194489,0.206344,0.21845,0.227805,0.23635,0.242077,0.245855,0.246892,0.248993,0.251903,0.254564,0.256156
122,0.236896,0.230757,0.223822,0.211458,0.198832,0.185504,0.172824,0.160877,0.149323,0.137864,0.127878,0.118345,0.110017,0.0999253,0.0891972,0.0787075,0.0691648,0.0560396,0.0453592,0.035322,0.0239571,0.0171896,0.011247,0.00661232,0.00433022,0.00232166,0.00111152,0.000566873,0.000291066,0.000100042,4.67308e-05,1.45914e-05,6.48508e-06,1.90738e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,2.86107e-07,1.43053e-06,3.43328e-06,1.19211e-05,2.30793e-05,3.53819e-05,6.32296e-05,0.000128748,0.000197986,0.000348001,0.000516327,0.000795853,0.00127899,0.00185426,0.00261463,0.00376917,0.00533112,0.00683727,0.00912053,0.0123494,0.0157536,0.0211022,0.0265281,0.0333437,0.04302,0.0520913,0.0635818,0.0783462,0.0943547,0.106278,0.124308,0.141191,0.160499,0.172388,0.190953,0.203778,0.216487,0.227805,0.237998,0.241079,0.245707,0.247339,0.249448,0.252058,0.254722,0.257768
121,0.237033,0.228059,0.2188,0.21048,0.196825,0.184419,0.171737,0.159998,0.148511,0.135627,0.127719,0.117228,0.108158,0.0999985,0.0861215,0.0806128,0.065989,0.0555683,0.0453894,0.0339546,0.0235832,0.0166191,0.0108562,0.0063966,0.00394694,0.00211824,0.00106804,0.000508984,0.000254158,9.44152e-05,4.26299e-05,1.24933e-05,6.29435e-06,1.33516e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,9.53689e-08,1.90738e-07,2.28885e-06,3.62402e-06,9.44152e-06,2.02182e-05,3.35698e-05,6.31342e-05,0.000110056,0.000186923,0.000311666,0.000493153,0.000762665,0.00119841,0.0017895,0.00244249,0.00345159,0.00488422,0.00675284,0.00873297,0.0118633,0.0152413,0.0204368,0.0248118,0.032611,0.041562,0.0512312,0.0625525,0.0756685,0.0909602,0.102887,0.123297,0.141483,0.158573,0.175867,0.191578,0.206657,0.21845,0.225299,0.236077,0.24222,0.24468,0.248239,0.250363,0.252213,0.254248,0.259401
120,0.236759,0.228823,0.220449,0.20919,0.194859,0.181558,0.169674,0.157779,0.146075,0.136668,0.125797,0.118039,0.10686,0.0994401,0.0861034,0.0762177,0.0645741,0.0524246,0.0425729,0.0320521,0.0232988,0.0147331,0.010138,0.00605373,0.00377127,0.00194276,0.000899424,0.00045367,0.000223926,7.48646e-05,3.82429e-05,1.12535e-05,3.14717e-06,6.67582e-07,4.76844e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,4.76844e-07,2.86107e-07,7.62951e-07,3.52865e-06,6.58045e-06,1.50683e-05,2.72755e-05,4.88289e-05,9.90883e-05,0.000162032,0.000246147,0.00044213,0.000689708,0.0011347,0.00158379,0.0023105,0.00318151,0.00455768,0.00622148,0.00814205,0.0111037,0.0147193,0.0199277,0.0237006,0.0307434,0.0394219,0.0496899,0.059612,0.0746208,0.0879901,0.10543,0.12234,0.137864,0.158634,0.172388,0.190953,0.201671,0.217176,0.224681,0.23567,0.241791,0.244826,0.247938,0.250669,0.253148,0.254722,0.260556
119,0.234994,0.228696,0.2188,0.206553,0.194581,0.180836,0.168211,0.157961,0.143616,0.132812,0.125604,0.116927,0.105213,0.0950775,0.0857608,0.0754177,0.0654303,0.0508244,0.0412523,0.0313433,0.0218847,0.0150122,0.0096865,0.00568904,0.00363165,0.00181783,0.000882448,0.000380236,0.000167277,7.98238e-05,3.63355e-05,8.48783e-06,3.81476e-06,1.14443e-06,3.81476e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,3.81476e-07,1.2398e-06,2.28885e-06,6.48508e-06,1.11582e-05,2.47959e-05,4.58724e-05,8.66903e-05,0.000155833,0.000258068,0.000393397,0.000651369,0.00100862,0.00143578,0.00210813,0.00299001,0.00445573,0.00582103,0.00782923,0.0107395,0.013919,0.019295,0.0234617,0.0301393,0.0392256,0.0481535,0.0606536,0.0738539,0.087408,0.0999497,0.119207,0.138423,0.157053,0.172679,0.187543,0.20287,0.217176,0.223822,0.235534,0.241934,0.244388,0.24854,0.249296,0.252992,0.255836,0.260722
118,0.234859,0.227932,0.216373,0.206241,0.191757,0.180517,0.165092,0.155267,0.143165,0.13264,0.121577,0.114444,0.105866,0.0950113,0.0835565,0.0753622,0.0622956,0.0503186,0.0394675,0.0296013,0.0198015,0.0135484,0.0093117,0.00536192,0.00320954,0.00165961,0.00080539,0.000346666,0.000166323,6.89517e-05,3.07088e-05,8.5832e-06,3.52865e-06,9.53689e-07,2.86107e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,4.76844e-07,1.90738e-06,5.05455e-06,1.12535e-05,2.11719e-05,3.51911e-05,6.28481e-05,0.000131132,0.000225452,0.000339895,0.000531872,0.000916972,0.00137865,0.00202306,0.00276408,0.00416676,0.00560731,0.00747953,0.0103645,0.0132765,0.0181044,0.0226307,0.0287697,0.0382977,0.0474561,0.0593528,0.071783,0.0859408,0.101259,0.119068,0.136577,0.154447,0.170878,0.183674,0.203474,0.215803,0.224804,0.234994,0.239949,0.243661,0.248389,0.250363,0.253148,0.255199,0.260888
