SW Version,2017.2
GT Type,UltraScale GTH
Date and Time Started,2018-Jan-25 11:53:09
Date and Time Ended,2018-Jan-25 11:53:40
Scan Name,MSP_C_FPGA-TX4-05--RX6-05-MSP_A_FPGA
Link Settings,
Reset RX After Applying Settings,true
Open Area,9419
Horizontal Opening,43
Horizontal Percentage,66.15
Vertical Opening,255
Vertical Percentage,100.00
Dwell,BER
Dwell BER,1e-7
Dwell Time,0
Horizontal Increment,1
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,1
Vertical Range,100%
Misc Info,ELF Version: 0xC002 SVN: 0
Scan Start
2d statistical,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
127,0.250057,0.2496,0.248766,0.243516,0.230432,0.216373,0.183181,0.143065,0.108387,0.0669161,0.0346058,0.0146273,0.0051051,0.00131933,0.000304799,4.92103e-05,5.14992e-06,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,8.5832e-07,9.53689e-06,4.74937e-05,0.000251392,0.000952926,0.00298123,0.00791276,0.0184822,0.0384,0.0699383,0.104715,0.148646,0.181076,0.207232,0.230044,0.243154,0.248615
126,0.252446,0.250134,0.247788,0.243733,0.232724,0.206241,0.183716,0.141069,0.10409,0.0617183,0.0326344,0.0139102,0.00482815,0.00113527,0.000266842,4.23438e-05,6.10361e-06,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,6.67582e-07,8.01099e-06,5.66491e-05,0.000234798,0.00085565,0.00272698,0.00746109,0.0164238,0.0349498,0.066606,0.105389,0.144784,0.177968,0.207705,0.227742,0.241506,0.248088
125,0.251825,0.249981,0.248013,0.243444,0.229207,0.207022,0.181759,0.140585,0.0993677,0.063562,0.030617,0.0134737,0.00461032,0.00113851,0.000267224,4.27253e-05,5.43603e-06,4.76844e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,7.62951e-07,5.5314e-06,4.48234e-05,0.000229267,0.000738918,0.00263638,0.00674201,0.0167161,0.0346893,0.0671135,0.0997549,0.145066,0.179253,0.207179,0.226295,0.242148,0.246966
124,0.252524,0.250363,0.247339,0.240867,0.227173,0.206709,0.183059,0.138845,0.0990673,0.0594002,0.0297821,0.0125839,0.0042546,0.00107099,0.000230793,3.52865e-05,3.91012e-06,2.86107e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,4.76844e-07,6.48508e-06,4.02457e-05,0.000189021,0.000700008,0.0023331,0.00625544,0.0161962,0.0331253,0.0633115,0.0992233,0.14274,0.178823,0.205619,0.227173,0.239949,0.246818
123,0.250516,0.250669,0.247638,0.241934,0.226545,0.20818,0.181678,0.137286,0.0939543,0.0606536,0.029532,0.0124178,0.0039744,0.00100233,0.000229458,3.33791e-05,3.33791e-06,2.86107e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,3.81476e-07,4.95918e-06,2.93736e-05,0.000164416,0.000704776,0.00218528,0.00599794,0.0148792,0.0311929,0.0606626,0.0993316,0.13847,0.175678,0.203727,0.226922,0.238552,0.246669
122,0.252446,0.248993,0.248163,0.241862,0.226232,0.21124,0.177544,0.134668,0.0941162,0.0578032,0.0286029,0.0121546,0.00372606,0.00086347,0.000207523,2.46052e-05,3.81476e-06,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,5.72213e-07,3.91012e-06,2.91829e-05,0.000159838,0.000565156,0.00193771,0.0057969,0.0137484,0.0297227,0.0595124,0.0927207,0.136577,0.169745,0.199074,0.227236,0.238761,0.246595
121,0.253226,0.249981,0.24652,0.241435,0.2294,0.204592,0.176701,0.133745,0.0923132,0.055493,0.0278777,0.0114824,0.00355077,0.000840391,0.000213436,2.65126e-05,2.57496e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,5.72213e-07,3.71939e-06,2.59403e-05,0.000136568,0.000527581,0.001878,0.00542515,0.0141251,0.0295373,0.0571739,0.0932909,0.134315,0.167798,0.200241,0.223699,0.23883,0.24615
120,0.252914,0.249069,0.247265,0.240513,0.225858,0.208976,0.171378,0.132405,0.0921263,0.0546781,0.0256839,0.0109239,0.00342317,0.000810254,0.000176242,1.8883e-05,3.52865e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,5.72213e-07,2.86107e-06,2.19348e-05,0.000107385,0.00048333,0.00167315,0.00504349,0.0130717,0.0286019,0.0567344,0.0895972,0.12756,0.164232,0.201374,0.22309,0.239109,0.246372
119,0.253697,0.249676,0.247563,0.240372,0.229657,0.201324,0.170274,0.131028,0.0902686,0.055016,0.0255453,0.0105259,0.00321183,0.000813878,0.000148013,2.67033e-05,2.00275e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,2.86107e-07,3.33791e-06,2.04089e-05,0.000105669,0.000471504,0.00157797,0.00476081,0.0119743,0.0262804,0.0525828,0.0878297,0.127778,0.167318,0.199364,0.223822,0.237239,0.24556
118,0.253383,0.249828,0.247713,0.240725,0.222243,0.202169,0.1707,0.130714,0.0895091,0.0519723,0.0242055,0.00987488,0.003093,0.000703059,0.000148394,1.86923e-05,1.62127e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,2.86107e-07,1.2398e-06,1.25887e-05,9.11727e-05,0.000429732,0.00150053,0.00433146,0.0111107,0.0262863,0.0519262,0.0861849,0.125048,0.162023,0.198687,0.221822,0.23883,0.245928
117,0.253461,0.248993,0.247339,0.240161,0.223638,0.199122,0.170629,0.127026,0.0864122,0.0499992,0.0240372,0.00905051,0.00257992,0.000662623,0.000126459,2.09812e-05,1.14443e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,9.53689e-07,1.29702e-05,8.06821e-05,0.000351339,0.00139239,0.00393912,0.0109369,0.0246061,0.0484927,0.0797729,0.121361,0.160499,0.196213,0.219269,0.238344,0.245413
